time_s,i_I172_Iout_A,i_I56_Iout_A,v_vp_res_V,v_vpre1_res_V
0.0,-1.3657149799999999e-05,-1.3657149799999999e-05,0.0,0.0
0.001,-1.36571499e-05,-1.36571499e-05,0.0,0.0
0.003,-1.36571499e-05,-1.36571499e-05,0.0,0.0
0.007,-1.36571499e-05,-1.36571499e-05,0.0,0.0
0.015,-1.36571499e-05,-1.36571499e-05,0.0,0.0
0.031,-1.36571499e-05,-1.36571499e-05,0.0,0.0
0.051000000000000004,-1.36571499e-05,-1.36571499e-05,0.0,0.0
0.07100000000000001,-1.36571499e-05,-1.36571499e-05,0.0,0.0
0.091,-1.36571499e-05,-1.36571499e-05,0.0,0.0
0.10332374450000001,-1.36571499e-05,-1.36571499e-05,0.0,0.0
0.1033237446,-1.36571499e-05,-1.36571499e-05,0.015008332,0.0
0.10332374470000001,-1.36571499e-05,-1.36571499e-05,0.0450249962,0.0
0.1033237451,-1.36571499e-05,-1.36571499e-05,0.1050583246,0.0
0.10332374570000001,-1.36571499e-05,-1.36571499e-05,0.2251249813,0.0
0.1033237463,-1.36571499e-05,-1.36571499e-05,0.3281824988,0.0
0.1033237466,-1.36571499e-05,-1.3657149799999999e-05,0.3861511063,0.0
0.103323747,-1.36571499e-05,-1.3657149799999999e-05,0.4474269557,0.0
0.1033237472,-1.36571499e-05,-1.3657149799999999e-05,0.4970677073,0.0
0.1033237476,-1.36571499e-05,-1.3657150299999998e-05,0.5551800547000001,0.0
0.1033237478,-1.36571499e-05,-1.36572044e-05,0.599530538,0.0
0.1033237479,-1.36571499e-05,-1.36572812e-05,0.6171698056,0.0
0.10332374799999999,-1.36571499e-05,-1.36574418e-05,0.6411866216,0.0
0.1033237481,-1.36571499e-05,-1.3657487599999998e-05,0.6477360526,0.0
0.1033237481,-1.36571499e-05,-1.36575795e-05,0.6608349146000001,0.0
0.1033237483,-1.36571499e-05,-1.3657762899999999e-05,0.6867799058,0.0
0.10332374849999999,-1.36571499e-05,-1.36580321e-05,0.7246524859,0.0
0.1033237489,-1.36571499e-05,-1.3658595899999999e-05,0.8003976461,0.0
0.1033237496,-1.36571499e-05,-1.3660653299999999e-05,0.9259203284,0.0
