time_s,i_I172_Iout_A,i_I56_Iout_A,v_vp_res_V,v_vpre1_res_V
0.0,-1.3657149799999999e-05,-1.3657149799999999e-05,0.0,0.0
0.001,-1.36571499e-05,-1.36571499e-05,0.0,0.0
0.003,-1.36571499e-05,-1.36571499e-05,0.0,0.0
0.007,-1.36571499e-05,-1.36571499e-05,0.0,0.0
0.015,-1.36571499e-05,-1.36571499e-05,0.0,0.0
0.031,-1.36571499e-05,-1.36571499e-05,0.0,0.0
0.051000000000000004,-1.36571499e-05,-1.36571499e-05,0.0,0.0
0.07100000000000001,-1.36571499e-05,-1.36571499e-05,0.0,0.0
0.0890605035,-1.36571499e-05,-1.36571499e-05,0.0,0.0
0.08906050360000001,-1.36571499e-05,-1.36571499e-05,0.0150083345,0.0
0.08906050380000001,-1.36571499e-05,-1.36571499e-05,0.0450250036,0.0
0.08906050410000001,-1.36571499e-05,-1.36571499e-05,0.1050583419,0.0
0.08906050480000001,-1.36571499e-05,-1.36571499e-05,0.2251250184,0.0
0.08906050530000001,-1.36571499e-05,-1.36571499e-05,0.32818246840000004,0.0
0.0890605057,-1.36571499e-05,-1.3657149799999999e-05,0.3861511232,0.0
0.08906050600000001,-1.36571499e-05,-1.3657149799999999e-05,0.44742691760000003,0.0
0.08906050630000001,-1.36571499e-05,-1.3657149799999999e-05,0.49706766160000004,0.0
0.08906050659999999,-1.36571499e-05,-1.3657150299999998e-05,0.5551800115,0.0
0.0890605068,-1.36571499e-05,-1.36572044e-05,0.5995304947,0.0
0.08906050689999999,-1.36571499e-05,-1.36572812e-05,0.6171697773,0.0
0.08906050709999999,-1.36571499e-05,-1.36574418e-05,0.6411865983,0.0
0.08906050709999999,-1.36571499e-05,-1.3657487599999998e-05,0.6477360218,0.0
0.0890605072,-1.36571499e-05,-1.36575795e-05,0.6608348688,0.0
0.0890605073,-1.36571499e-05,-1.3657762899999999e-05,0.6867797998999999,0.0
0.0890605075,-1.36571499e-05,-1.36580321e-05,0.7246522701,0.0
0.089060508,-1.36571499e-05,-1.3658595899999999e-05,0.8003972103,0.0
0.0890605087,-1.36571499e-05,-1.3660653299999999e-05,0.9259199499,0.0
