time_s,i_I172_Iout_A,i_I56_Iout_A,v_vp_res_V,v_vpre1_res_V
0.0,-1.3657149799999999e-05,-1.3657149799999999e-05,0.0,0.0
0.001,-1.36571499e-05,-1.36571499e-05,0.0,0.0
0.003,-1.36571499e-05,-1.36571499e-05,0.0,0.0
0.007,-1.36571499e-05,-1.36571499e-05,0.0,0.0
0.015,-1.36571499e-05,-1.36571499e-05,0.0,0.0
0.031,-1.36571499e-05,-1.36571499e-05,0.0,0.0
0.051000000000000004,-1.36571499e-05,-1.36571499e-05,0.0,0.0
0.07100000000000001,-1.36571499e-05,-1.36571499e-05,0.0,0.0
0.091,-1.36571499e-05,-1.36571499e-05,0.0,0.0
0.111,-1.36571499e-05,-1.36571499e-05,0.0,0.0
0.11709788880000001,-1.36571499e-05,-1.36571499e-05,0.0,0.0
0.1170978889,-1.36571499e-05,-1.36571499e-05,0.015008332,0.0
0.1170978891,-1.36571499e-05,-1.36571499e-05,0.0450249962,0.0
0.1170978894,-1.36571499e-05,-1.36571499e-05,0.1050583246,0.0
0.1170978901,-1.36571499e-05,-1.36571499e-05,0.2251249813,0.0
0.1170978906,-1.36571499e-05,-1.36571499e-05,0.3281824988,0.0
0.11709789100000001,-1.36571499e-05,-1.3657149799999999e-05,0.3861511063,0.0
0.1170978913,-1.36571499e-05,-1.3657149799999999e-05,0.4474269557,0.0
0.1170978916,-1.36571499e-05,-1.3657149799999999e-05,0.4970677073,0.0
0.1170978919,-1.36571499e-05,-1.3657150299999998e-05,0.5551800547000001,0.0
0.11709789220000001,-1.36571499e-05,-1.36572044e-05,0.599530538,0.0
0.11709789220000001,-1.36571499e-05,-1.36572812e-05,0.6171698056,0.0
0.11709789240000001,-1.36571499e-05,-1.36574418e-05,0.6411866216,0.0
0.11709789240000001,-1.36571499e-05,-1.3657487599999998e-05,0.6477360526,0.0
0.11709789250000001,-1.36571499e-05,-1.36575795e-05,0.6608349146000001,0.0
0.1170978926,-1.36571499e-05,-1.3657762899999999e-05,0.6867799058,0.0
0.1170978928,-1.36571499e-05,-1.36580321e-05,0.7246524859,0.0
0.11709789329999999,-1.36571499e-05,-1.3658595899999999e-05,0.8003976461,0.0
